TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,TAG,KEY,FIRST_DAY
Apartamento,COMPRA,205000,205000,Jardim do Salso,Porto Alegre,RS,58,2,0,1,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,167435,31-07-2023
Apartamento,COMPRA,290000,290000,Centro Histórico,Porto Alegre,RS,43,1,1,1,,140025,31-07-2023
Apartamento,COMPRA,995500,995500,Menino Deus,Porto Alegre,RS,125,3,2,2,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,429807,31-07-2023
Apartamento,COMPRA,149000,149000,Passo da Areia,Porto Alegre,RS,63,2,0,1,,417417,31-07-2023
Apartamento,COMPRA,255000,255000,Jardim Botânico,Porto Alegre,RS,55,2,0,1,,419277,31-07-2023
Apartamento,COMPRA,601207,601207,Bom Fim,Porto Alegre,RS,56,2,1,2,,274516,31-07-2023
Apartamento,COMPRA,230000,230000,Centro Histórico,Porto Alegre,RS,50,2,0,1,,422607,31-07-2023
Apartamento,COMPRA,420000,420000,Cidade Baixa,Porto Alegre,RS,60,2,1,1,,159876,31-07-2023
Apartamento,COMPRA,508000,508000,Centro Histórico,Porto Alegre,RS,147,3,1,1,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,352391,31-07-2023
Apartamento,COMPRA,1080000,1080000,petropólis,Porto Alegre,RS,138,3,4,2,A|l|t|o| |P|a|d|r|ã|o,416869,31-07-2023
Cobertura,COMPRA,1300000,1300000,Jardim Lindóia,Porto Alegre,RS,250,3,4,2,,416128,31-07-2023
Apartamento,COMPRA,515000,515000,São Sebastião,Porto Alegre,RS,61,2,1,2,M|o|b|i|l|i|a|d|o,422336,31-07-2023
Apartamento,COMPRA,300000,300000,Boa Vista,Porto Alegre,RS,46,1,1,1,,373025,31-07-2023
Apartamento,COMPRA,199000,199000,Cidade Baixa,Porto Alegre,RS,54,1,0,1,,260842,31-07-2023
Apartamento,COMPRA,189000,189000,Centro Histórico,Porto Alegre,RS,27,1,0,1,M|o|b|i|l|i|a|d|o,220652,31-07-2023
Apartamento,COMPRA,465000,465000,Cristo Redentor,Porto Alegre,RS,72,2,1,2,,169346,31-07-2023
Lote/terreno,COMPRA,5000000,4750000,Lomba do Pinheiro,Porto Alegre,RS,20328,0,0,0,,261980,31-07-2023
Lote/terreno,COMPRA,4750000,4512500,Teresópolis,Porto Alegre,RS,11460,0,0,0,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,360732,31-07-2023
Casa,COMPRA,4000000,3800000,Petrópolis,Porto Alegre,RS,300,5,4,5,,391229,31-07-2023
Casa,COMPRA,3740000,3553000,Chácara das Pedras,Porto Alegre,RS,406,6,3,8,,384756,31-07-2023
Casa em Condomínio,COMPRA,3680000,3450000,Boa Vista,Porto Alegre,RS,368,4,5,5,A|l|t|o| |P|a|d|r|ã|o,429808,31-07-2023
Lote/terreno,COMPRA,3000000,2500000,Vila Nova,PORTO ALEGRE,RS,28097,0,0,0,,38883,31-07-2023
Casa,COMPRA,2990000,2500000,Vila Jardim,Porto Alegre,RS,600,4,3,6,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,307959,31-07-2023
Casa em Condomínio,COMPRA,2890000,2490000,Vila Nova,Porto Alegre,RS,300,3,4,4,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,97087,31-07-2023
Casa,COMPRA,2800000,2300000,Vila Assunção,Porto Alegre,RS,365,3,4,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,352810,31-07-2023
Cobertura,COMPRA,2750000,2612500,Auxiliadora,Porto Alegre,RS,383,3,3,4,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,308932,31-07-2023
Casa em Condomínio,COMPRA,2690000,2390000,Alphaville,Porto Alegre,RS,399,4,4,5,A|l|t|o| |P|a|d|r|ã|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,148480,31-07-2023
Cobertura,COMPRA,2680000,2450000,Rio Branco,Porto Alegre,RS,289,3,3,2,A|l|t|o| |P|a|d|r|ã|o,412958,31-07-2023
Apartamento Garden,COMPRA,2650000,2400000,Bela Vista,Porto Alegre,RS,340,3,2,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,382380,31-07-2023
Casa,COMPRA,2645000,2400000,Menino Deus,Porto Alegre,RS,352,5,2,6,A|l|t|o| |P|a|d|r|ã|o,13762,31-07-2023
Casa em Condomínio,COMPRA,2600000,2270000,Vila Nova,Porto Alegre,RS,339,3,4,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,340540,31-07-2023
Lote/terreno,COMPRA,2500000,1999990,Tristeza,Porto Alegre,RS,1699,0,0,0,,359488,31-07-2023
Cobertura,COMPRA,2450000,2325000,Bela Vista,Porto Alegre,RS,288,4,2,2,,198873,31-07-2023
Apartamento,COMPRA,2418280,2203164,Três Figueiras,Porto Alegre,RS,189,3,3,4,,371253,31-07-2023
Casa em Condomínio,COMPRA,2400000,2280000,Vila Nova,Porto Alegre,RS,339,3,2,6,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,390902,31-07-2023
Casa em Condomínio,COMPRA,2400000,2280000,Ipanema,Porto Alegre,RS,276,3,3,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,147521,31-07-2023
Casa,COMPRA,2400000,2200000,Jardim Itu,Porto Alegre,RS,611,5,6,5,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,417865,31-07-2023
Cobertura,COMPRA,2390000,2000000,Bela Vista,Porto Alegre,RS,255,3,2,3,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,137035,31-07-2023
Lote/terreno,COMPRA,2385000,2260980,Tristeza,Porto Alegre,RS,1925,0,0,0,,345904,31-07-2023
Apartamento,COMPRA,2300000,2080000,Petrópolis,Porto Alegre,RS,447,4,0,3,,390653,31-07-2023
Casa em Condomínio,COMPRA,2280000,2166000,Ipanema,Porto Alegre,RS,273,3,2,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,147514,31-07-2023
Casa,COMPRA,2200000,2090000,Jardim Lindóia,Porto Alegre,RS,590,4,0,5,,421636,31-07-2023
Apartamento Garden,COMPRA,2170000,1984000,Três Figueiras,Porto Alegre,RS,196,3,3,3,,367623,31-07-2023
Apartamento,COMPRA,2154000,1995000,Bela Vista,Porto Alegre,RS,173,3,3,6,,32544,31-07-2023
Casa em Condomínio,COMPRA,2150000,2042500,Ipanema,Porto Alegre,RS,273,3,3,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,147525,31-07-2023
Casa em Condomínio,COMPRA,2150000,2042500,Ipanema,Porto Alegre,RS,276,3,3,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,147526,31-07-2023
Casa,COMPRA,2148000,1599900,Teresópolis,Porto Alegre,RS,340,4,4,5,A|l|t|o| |P|a|d|r|ã|o,335202,31-07-2023
Casa,COMPRA,2120000,2014000,Jardim Lindóia,Porto Alegre,RS,240,4,3,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,299812,31-07-2023
Apartamento,COMPRA,2100000,1900000,Independência,Porto Alegre,RS,237,3,2,2,,394301,31-07-2023
Casa,COMPRA,2000000,1800000,São Sebastião,Porto Alegre,RS,312,3,5,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,112023,31-07-2023
Pavilhão,COMPRA,2000000,1900000,Floresta,Porto Alegre,RS,1200,1,10,6,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,421103,31-07-2023
Apartamento,COMPRA,1980000,1700000,São João,Porto Alegre,RS,230,3,3,4,,356728,31-07-2023
Sobrado,COMPRA,1950000,1840000,Jardim Botânico,Porto Alegre,RS,294,5,3,5,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,294356,31-07-2023
Casa em Condomínio,COMPRA,1950000,1852500,Ipanema,Porto Alegre,RS,273,3,2,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,147517,31-07-2023
Apartamento,COMPRA,1905000,1751000,Três Figueiras,Porto Alegre,RS,129,3,2,3,,354475,31-07-2023
Cobertura,COMPRA,1900000,1700000,Bela Vista,Porto Alegre,RS,244,4,4,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,361205,31-07-2023
Apartamento Garden,COMPRA,1880000,1729000,Três Figueiras,Porto Alegre,RS,164,3,3,3,,354695,31-07-2023
Casa,COMPRA,1850000,1665000,Teresópolis,Porto Alegre,RS,331,4,4,5,,381200,31-07-2023
Lote/terreno,COMPRA,1850000,1590000,Cristo Redentor,Porto Alegre,RS,1012,0,0,0,,380360,31-07-2023
Casa,COMPRA,1800000,1620000,Vila Assunção,Porto Alegre,RS,679,3,4,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,371746,31-07-2023
Apartamento,COMPRA,1800000,1600000,Bela Vista,Porto Alegre,RS,139,3,2,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,421130,31-07-2023
Casa em Condomínio,COMPRA,1800000,1700000,Vila Nova,Porto Alegre,RS,279,3,3,5,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,398294,31-07-2023
Apartamento,COMPRA,1799000,1709000,Tristeza,Porto Alegre,RS,149,3,3,5,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,382278,31-07-2023
Apartamento,COMPRA,1790000,1593000,Moinhos de Vento,Porto Alegre,RS,195,3,1,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,359810,31-07-2023
Casa,COMPRA,1790000,1650000,Jardim Planalto,Porto Alegre,RS,281,3,2,2,,389069,31-07-2023
Cobertura,COMPRA,1750000,1650000,Moinhos de Vento,Porto Alegre,RS,245,3,2,4,A|l|t|o| |P|a|d|r|ã|o,413929,31-07-2023
Sobrado,COMPRA,1691000,1595000,Jardim Carvalho,Porto Alegre,RS,196,3,2,4,,431193,31-07-2023
Casa,COMPRA,1680000,1590000,Três Figueiras,Porto Alegre,RS,280,3,3,4,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,284153,31-07-2023
Casa,COMPRA,1680000,1579200,Jardim Itu,Porto Alegre,RS,331,3,2,4,,330750,31-07-2023
Apartamento,COMPRA,1650000,1526000,Três Figueiras,Porto Alegre,RS,114,3,2,3,,354456,31-07-2023
Casa,COMPRA,1650000,1567500,Auxiliadora,Porto Alegre,RS,220,5,2,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,65661,31-07-2023
Apartamento,COMPRA,1610000,1410000,Independência,Porto Alegre,RS,190,3,1,2,,394298,31-07-2023
Cobertura,COMPRA,1600000,1499000,Passo da Areia,Porto Alegre,RS,162,3,4,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,420980,31-07-2023
Cobertura,COMPRA,1590000,1450000,Auxiliadora,Porto Alegre,RS,238,3,3,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,423442,31-07-2023
Cobertura,COMPRA,1580000,1440000,Jardim Lindóia,Porto Alegre,RS,301,4,3,4,A|l|t|o| |P|a|d|r|ã|o,203315,31-07-2023
Apartamento,COMPRA,1579000,1490000,Petrópolis,Porto Alegre,RS,123,3,3,2,M|o|b|i|l|i|a|d|o,408915,31-07-2023
Apartamento,COMPRA,1573000,1490000,Bela Vista,Porto Alegre,RS,239,4,3,3,A|l|t|o| |P|a|d|r|ã|o,317840,31-07-2023
Apartamento,COMPRA,1550000,1406000,Cristal,Porto Alegre,RS,123,3,2,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,297827,31-07-2023
Apartamento,COMPRA,1550000,1450000,Boa Vista,Porto Alegre,RS,114,2,2,3,A|l|t|o| |P|a|d|r|ã|o,415594,31-07-2023
Casa,COMPRA,1500000,1425000,Vila Jardim,Porto Alegre,RS,389,3,2,3,,418765,31-07-2023
Casa,COMPRA,1500000,1425000,Chácara das Pedras,Porto Alegre,RS,269,4,2,4,A|l|t|o| |P|a|d|r|ã|o,83342,31-07-2023
Casa,COMPRA,1495000,1400000,Teresópolis,Porto Alegre,RS,264,3,2,2,,400631,31-07-2023
Casa em Condomínio,COMPRA,1490000,1390000,Vila Nova,Porto Alegre,RS,357,3,3,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|M|o|b|i|l|i|a|d|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,420988,31-07-2023
Sobrado,COMPRA,1490000,1390000,Vila Nova,Porto Alegre,RS,329,4,16,8,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|M|o|b|i|l|i|a|d|o,410089,31-07-2023
Casa,COMPRA,1490000,1415000,Três Figueiras,Porto Alegre,RS,309,3,2,4,,381940,31-07-2023
Apartamento,COMPRA,1480000,1400000,Petrópolis,Porto Alegre,RS,167,3,3,4,A|l|t|o| |P|a|d|r|ã|o|M|o|b|i|l|i|a|d|o,236206,31-07-2023
Apartamento,COMPRA,1480000,1360000,Cristal,Porto Alegre,RS,130,3,2,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,297824,31-07-2023
Apartamento,COMPRA,1480000,1406000,Moinhos de Vento,Porto Alegre,RS,160,3,2,2,A|l|t|o| |P|a|d|r|ã|o,14944,31-07-2023
Sobrado,COMPRA,1450000,1377500,Sarandi,Porto Alegre,RS,350,4,4,3,A|l|t|o| |P|a|d|r|ã|o,321183,31-07-2023
Casa em Condomínio,COMPRA,1429000,1357550,Vila Nova,Porto Alegre,RS,389,3,5,5,,361694,31-07-2023
Apartamento,COMPRA,1425000,1353750,Centro Histórico,Porto Alegre,RS,207,4,1,2,,173486,31-07-2023
Apartamento,COMPRA,1400000,1300000,Moinhos de Vento,Porto Alegre,RS,167,3,1,2,,422396,31-07-2023
Casa,COMPRA,1400000,1330000,Jardim Itú Sabará,Porto Alegre,RS,322,3,4,5,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,389391,31-07-2023
Apartamento,COMPRA,1400000,1250000,Bom Fim,Porto Alegre,RS,405,6,1,5,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,316501,31-07-2023
Lote/terreno,COMPRA,1400000,1299000,Bela Vista,Porto Alegre,RS,392,0,0,0,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,87882,31-07-2023
Lote/terreno,COMPRA,1400000,1330000,Petrópolis,Porto Alegre,RS,0,0,0,0,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,273742,31-07-2023
Casa,COMPRA,1390000,1320000,Petrópolis,Porto Alegre,RS,243,4,0,5,,388862,31-07-2023
Cobertura,COMPRA,1380000,1242000,Higienópolis,Porto Alegre,RS,243,3,2,2,,383363,31-07-2023
Casa,COMPRA,1380000,1150000,Imperial Park,Porto Alegre,RS,250,3,2,4,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,170696,31-07-2023
Casa,COMPRA,1368000,1290000,Menino Deus,Porto Alegre,RS,234,5,3,3,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,56969,31-07-2023
Casa,COMPRA,1350000,1250000,Chácara das Pedras,Porto Alegre,RS,148,3,2,4,,66534,31-07-2023
Apartamento,COMPRA,1300000,1100000,Moinhos de Vento,Porto Alegre,RS,81,2,2,3,M|o|b|i|l|i|a|d|o,182162,31-07-2023
Apartamento,COMPRA,1300000,1190000,Rio Branco,Porto Alegre,RS,106,3,2,2,A|l|t|o| |P|a|d|r|ã|o,383089,31-07-2023
Prédio,COMPRA,1300000,1235000,Jardim Botânico,Porto Alegre,RS,600,0,3,0,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,336493,31-07-2023
Apartamento,COMPRA,1299000,1190000,Vila Jardim,Porto Alegre,RS,134,3,4,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,319594,31-07-2023
Casa,COMPRA,1289000,1224000,Jardim Itú Sabará,Porto Alegre,RS,198,3,3,4,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|M|o|b|i|l|i|a|d|o,398626,31-07-2023
Apartamento,COMPRA,1283000,1090000,Rio Branco,Porto Alegre,RS,106,2,1,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,313316,31-07-2023
Apartamento,COMPRA,1280000,1216000,Petrópolis,Porto Alegre,RS,80,2,3,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|M|o|b|i|l|i|a|d|o,411955,31-07-2023
Casa,COMPRA,1276000,957000,Belém Novo,Porto Alegre,RS,318,3,6,3,,284681,31-07-2023
Casa em Condomínio,COMPRA,1250000,1150000,Teresópolis,Porto Alegre,RS,222,3,1,2,,412150,31-07-2023
Casa em Condomínio,COMPRA,1250000,1187500,Ipanema,Porto Alegre,RS,165,3,2,3,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,50125,31-07-2023
Lote/terreno,COMPRA,1250000,1062500,Cristal,Porto Alegre,RS,2280,0,0,0,P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,278170,31-07-2023
Cobertura,COMPRA,1250000,1162500,Mont Serrat,Porto Alegre,RS,135,3,2,3,,397533,31-07-2023
Casa em Condomínio,COMPRA,1220000,1139900,Agronomia,Porto Alegre,RS,300,3,6,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,284182,31-07-2023
Casa,COMPRA,1219000,1100000,Ipanema,Porto Alegre,RS,379,3,4,3,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,341300,31-07-2023
Casa,COMPRA,1200000,999000,Passo da Areia,Porto Alegre,RS,250,4,2,8,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,408263,31-07-2023
Casa em Condomínio,COMPRA,1200000,1120000,Menino Deus,Porto Alegre,RS,381,3,2,3,,412166,31-07-2023
Casa,COMPRA,1200000,1140000,Petrópolis,Porto Alegre,RS,112,3,2,0,,359201,31-07-2023
Apartamento,COMPRA,1200000,1140000,Passo da Areia,Porto Alegre,RS,107,3,2,2,A|l|t|o| |P|a|d|r|ã|o,401802,31-07-2023
Casa,COMPRA,1200000,900000,Ipanema,Porto Alegre,RS,307,3,1,6,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,268222,31-07-2023
Apartamento,COMPRA,1199900,1103908,Jardim Planalto,Porto Alegre,RS,147,3,2,3,,265162,31-07-2023
Casa,COMPRA,1199000,1079100,Jardim Itu Sabará,Porto Alegre,RS,335,5,4,3,,120169,31-07-2023
Apartamento,COMPRA,1180000,1121000,Higienópolis,Porto Alegre,RS,111,3,2,2,,263544,31-07-2023
Casa em Condomínio,COMPRA,1180000,1080000,Tristeza,Porto Alegre,RS,243,3,2,3,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|P|r|o|n|t|o| |p|a|r|a| |m|o|r|a|r,385725,31-07-2023
Casa,COMPRA,1170000,990000,Belém Novo,Porto Alegre,RS,283,3,3,3,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,309634,31-07-2023
Casa,COMPRA,1150000,1034000,Jardim Itu Sabará,Porto Alegre,RS,227,3,2,2,A|l|t|o| |P|a|d|r|ã|o|A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o|M|o|b|i|l|i|a|d|o,99642,31-07-2023
Casa em Condomínio,COMPRA,1150000,1050000,Tristeza,Porto Alegre,RS,252,3,3,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,267881,31-07-2023
Casa,COMPRA,1150000,1092000,Jardim Sao Pedro,Porto Alegre,RS,150,2,0,2,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,418895,31-07-2023
Cobertura,COMPRA,1100000,999000,Rio Branco,Porto Alegre,RS,171,2,1,3,,153967,31-07-2023
Casa,COMPRA,1100000,940000,Higienópolis,Porto Alegre,RS,250,5,7,3,,345950,31-07-2023
Casa,COMPRA,1100000,990000,Ipanema,Porto Alegre,RS,180,3,3,2,,417639,31-07-2023
Sobrado,COMPRA,1100000,1045000,Moinhos de Vento,Porto Alegre,RS,200,3,1,2,A|l|t|o| |P|a|d|r|ã|o,212025,31-07-2023
Apartamento,COMPRA,1099000,975000,Praia de Belas,Porto Alegre,RS,64,1,2,2,,352752,31-07-2023
Casa,COMPRA,1090000,1035000,Menino Deus,Porto Alegre,RS,119,3,3,1,A|v|a|l|i|a| |I|m|ó|v|e|l| |n|o| |n|e|g|ó|c|i|o,394002,31-07-2023
