TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,PRONTO_PARA_MORAR,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS
APARTAMENTO,ALUGAR,54070,4000,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,42.0,1,0,1,367482,0.0,1,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,1.0
APARTAMENTO,ALUGAR,54070,4000,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,42.0,1,0,1,367487,0.0,1,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,1.0
APARTAMENTO,ALUGAR,37710,3200,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,1,1,2,421679,0.0,1,2023-08-03,-,-30.0470064,-51.211756,,,,1.0,1.0
APARTAMENTO,ALUGAR,51310,4000,AVENIDA,VERISSIMO DE AMARAL,JARDIM EUROPA,PORTO ALEGRE,RS,72.0,1,2,2,428898,0.0,1,2023-08-03,-,-30.027676,-51.1588643,,,,1.0,1.0
APARTAMENTO,ALUGAR,22850,1750,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,30.0,1,1,1,419771,0.0,0,2023-08-03,-,-30.0602814,-51.2241287,,,,0.0,0.0
APARTAMENTO,ALUGAR,34080,2950,RUA,VINTE E QUATRO DE OUTUBRO,AUXILIADORA,PORTO ALEGRE,RS,24.0,1,0,2,411816,0.0,0,2023-08-03,-,-30.0279761,-51.2058778,,,,0.0,0.0
APARTAMENTO,ALUGAR,55370,4000,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,1,2,393354,0.0,0,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,0.0
APARTAMENTO,ALUGAR,32980,3000,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,430111,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,32020,2900,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,431437,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,42680,3400,RUA,GENERAL JOAO TELLES,BOM FIM,PORTO ALEGRE,RS,101.0,2,1,2,431570,0.0,0,2023-08-03,-,-30.0322625,-51.2124507,,,,1.0,0.0
APARTAMENTO,ALUGAR,102540,8000,RUA,GENERAL OSCAR MIRANDA,BELA VISTA,PORTO ALEGRE,RS,160.0,3,2,2,432214,0.0,0,2023-08-03,-,-30.0324351,-51.1922107,,,,1.0,0.0
APARTAMENTO,ALUGAR,45130,3800,RUA,JERONYMO ZELMANOVITZ,JARDIM LINDOIA,PORTO ALEGRE,RS,70.0,2,2,2,432502,0.0,0,2023-08-03,-,-30.0094886,-51.1463521,,,,1.0,1.0
APARTAMENTO,ALUGAR,45500,3200,RUA,ROQUE CALAGE,PASSO DA AREIA,PORTO ALEGRE,RS,70.0,3,2,2,424051,0.0,0,2023-08-03,-,-30.0145437,-51.1635877,,,,0.0,0.0
APARTAMENTO,ALUGAR,37780,3100,RUA,VINTE E QUATRO DE OUTUBRO,AUXILIADORA,PORTO ALEGRE,RS,30.0,1,0,1,421785,0.0,1,2023-08-03,-,-30.0279761,-51.2058778,,,,1.0,0.0
APARTAMENTO,ALUGAR,62480,5000,RUA,ANITA GARIBALDI,BOA VISTA,PORTO ALEGRE,RS,113.0,3,1,3,429041,0.0,0,2023-08-03,-,-30.022182,-51.1738111,,,,1.0,0.0
APARTAMENTO,ALUGAR,82470,7300,AVENIDA,TULIO DE ROSE,JARDIM EUROPA,PORTO ALEGRE,RS,108.0,2,2,2,422934,0.0,1,2023-08-03,-,-30.0228829,-51.1632627,,,,1.0,0.0
APARTAMENTO,ALUGAR,50210,4000,RUA,MIGUEL COUTO,MENINO DEUS,PORTO ALEGRE,RS,107.0,3,2,3,422393,0.0,0,2023-08-03,-,-29.6886274,-51.1308415,,,,0.0,0.0
APARTAMENTO,ALUGAR,46900,3500,RUA,BARAO DO GUAIBA,MENINO DEUS,PORTO ALEGRE,RS,100.0,2,1,3,422696,0.0,0,2023-08-03,-,-30.084194,-51.0930201,,,,0.0,0.0
APARTAMENTO,ALUGAR,48000,3800,AVENIDA,NEUSA GOULART BRIZOLA,PETROPOLIS,PORTO ALEGRE,RS,87.0,3,1,2,423622,0.0,0,2023-08-03,-,-30.038627,-51.1938992,,,,1.0,0.0
APARTAMENTO,ALUGAR,30180,2600,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,40.0,1,0,1,423717,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,0.0,0.0
APARTAMENTO,ALUGAR,49760,4000,PRACA,NACOES UNIDAS,PETROPOLIS,PORTO ALEGRE,RS,129.0,3,1,2,423787,0.0,1,2023-08-03,-,-30.0485443,-51.18989223146802,,,,1.0,0.0
CASA EM CONDOMINIO,ALUGAR,65210,4800,RUA,HIPOLITO DA COSTA,SANTA TEREZA,PORTO ALEGRE,RS,140.0,4,2,3,423799,0.0,0,2023-08-03,-,-30.0673606,-51.2295546,,,,1.0,0.0
APARTAMENTO,ALUGAR,39230,3500,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,25.0,1,0,1,429657,0.0,0,2023-08-03,-,-30.0470064,-51.211756,,,,1.0,0.0
APARTAMENTO,ALUGAR,33550,3000,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,429907,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,0.0,0.0
APARTAMENTO,ALUGAR,71290,6000,RUA,DONA AUGUSTA,MENINO DEUS,PORTO ALEGRE,RS,127.0,3,2,2,419996,0.0,0,2023-08-03,-,-30.0641033,-51.2274413,,,,0.0,0.0
APARTAMENTO,ALUGAR,49670,3900,RUA,PEDRO CHAVES BARCELOS,AUXILIADORA,PORTO ALEGRE,RS,73.0,2,2,1,421000,0.0,0,2023-08-03,-,-30.023746,-51.1856377,,,,1.0,0.0
APARTAMENTO,ALUGAR,37540,3000,RUA,ANITA GARIBALDI,BOA VISTA,PORTO ALEGRE,RS,67.0,2,1,1,419438,0.0,1,2023-08-03,-,-30.022182,-51.1738111,,,,1.0,0.0
APARTAMENTO,ALUGAR,38630,2780,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,80.0,1,1,1,418689,0.0,1,2023-08-03,-,-30.0220731,-51.2085441,,,,0.0,0.0
APARTAMENTO,ALUGAR,30850,2800,RUA,DOUTOR VICENTE DE PAULA DUTRA,PRAIA DE BELAS,PORTO ALEGRE,RS,64.0,2,1,1,418844,0.0,1,2023-08-03,-,-30.0442611,-51.2298705,,,,1.0,0.0
APARTAMENTO,ALUGAR,37710,3100,AVENIDA,IJUI,PETROPOLIS,PORTO ALEGRE,RS,88.0,2,1,1,413803,0.0,0,2023-08-03,-,-30.0384635,-51.1873967,,,,1.0,0.0
APARTAMENTO,ALUGAR,48720,4000,RUA,FELICISSIMO DE AZEVEDO,AUXILIADORA,PORTO ALEGRE,RS,117.0,2,2,2,416359,0.0,0,2023-08-03,-,-30.0174708,-51.1886484,,,,1.0,0.0
APARTAMENTO,ALUGAR,87880,6800,RUA,CARLOS TREIN FILHO,BELA VISTA,PORTO ALEGRE,RS,156.0,3,2,2,417010,0.0,0,2023-08-03,-,-30.0322319,-51.1866016,,,,1.0,0.0
CASA EM CONDOMINIO,ALUGAR,51090,4300,RUA,EDGAR LUIZ SCHNEIDER,JARDIM ISABEL,PORTO ALEGRE,RS,158.0,3,2,2,402052,0.0,0,2023-08-03,-,-30.1253286,-51.2351838,,,,1.0,0.0
APARTAMENTO,ALUGAR,64420,5000,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,0,1,402377,0.0,1,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,0.0
APARTAMENTO,ALUGAR,38220,3400,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,30.0,1,1,1,402422,0.0,0,2023-08-03,-,-30.0470064,-51.211756,,,,1.0,0.0
APARTAMENTO,ALUGAR,25840,2250,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,1,1,402524,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,25950,2300,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,30.0,1,0,1,402526,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,26300,2300,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,30.0,1,1,1,402528,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,26080,2300,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,30.0,1,0,1,402529,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,26130,2300,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,30.0,1,0,1,402541,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,26300,2300,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,30.0,1,0,1,402546,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,28690,2550,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,408257,0.0,0,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,31250,2800,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,37.0,1,0,1,408403,0.0,1,2023-08-03,-,-30.0586548,-51.1694455,,,,1.0,0.0
APARTAMENTO,ALUGAR,24850,2000,RUA,JOAQUIM CRUZ,SANTO ANTONIO,PORTO ALEGRE,RS,58.0,2,1,2,413023,0.0,0,2023-08-03,-,-30.0592444,-51.198199,,,,0.0,0.0
APARTAMENTO,ALUGAR,28050,2500,RUA,ANTONIO MARANGHELLO,PARTENON,PORTO ALEGRE,RS,64.0,2,1,1,413198,0.0,0,2023-08-03,-,-30.0601297,-51.1618488,,,,0.0,0.0
APARTAMENTO,ALUGAR,29320,2000,AVENIDA,OTTO NIEMEYER,TRISTEZA,PORTO ALEGRE,RS,71.0,2,1,1,413645,0.0,0,2023-08-03,-,-30.1102017,-51.2549331,,,,1.0,0.0
APARTAMENTO,ALUGAR,30050,2500,RUA,FELICISSIMO DE AZEVEDO,AUXILIADORA,PORTO ALEGRE,RS,101.0,3,1,2,399546,0.0,0,2023-08-03,-,-30.0174708,-51.1886484,,,,1.0,0.0
APARTAMENTO,ALUGAR,28300,2400,RUA,ENGENHEIRO JOAO LUDERITZ,SARANDI,PORTO ALEGRE,RS,57.0,2,1,2,399579,0.0,0,2023-08-03,-,-30.0100398,-51.1355546,,,,1.0,0.0
CASA EM CONDOMINIO,ALUGAR,58330,4500,AVENIDA,ENGENHEIRO LUDOLFO BOEHL,TERESOPOLIS,PORTO ALEGRE,RS,170.0,3,2,2,399601,0.0,0,2023-08-03,-,-30.084602,-51.2041701,,,,1.0,0.0
APARTAMENTO,ALUGAR,52280,3900,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,0,1,389874,0.0,0,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,0.0
APARTAMENTO,ALUGAR,44720,2990,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,45.0,1,0,1,389898,0.0,0,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,1.0
APARTAMENTO,ALUGAR,27200,2000,RUA,FREDERICO OTAVIO DOMINGUES BARBOSA,JARDIM LINDOIA,PORTO ALEGRE,RS,61.0,2,1,2,369331,0.0,0,2023-08-03,-,-30.0056294,-51.1415747,,,,0.0,0.0
APARTAMENTO,ALUGAR,57910,5000,AVENIDA,GENERAL BARRETO VIANA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,73.0,3,1,1,375908,0.0,1,2023-08-03,-,-30.029693,-51.1584751,,,,1.0,0.0
APARTAMENTO,ALUGAR,59120,4500,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,0,2,373396,0.0,1,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,0.0
APARTAMENTO,ALUGAR,60070,4600,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,0,1,362255,0.0,1,2023-08-03,-,-30.0401239,-51.1867485,,,,1.0,1.0
APARTAMENTO,ALUGAR,38950,2500,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,44.0,1,0,2,318854,0.0,1,2023-08-03,-,-30.0875211,-51.2479632,,,,1.0,0.0
APARTAMENTO,ALUGAR,37390,2500,RUA,AFONSO TAUNAY,BOA VISTA,PORTO ALEGRE,RS,83.0,3,2,2,320486,0.0,0,2023-08-03,-,-30.0199255,-51.1739751,,,,1.0,0.0
LOFT,ALUGAR,28250,2200,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,34.0,1,1,2,334176,0.0,1,2023-08-03,-,-30.0554878,-51.1692291,,,,1.0,0.0
LOFT,ALUGAR,28060,2200,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,34.0,1,1,2,334179,0.0,1,2023-08-03,-,-30.0554878,-51.1692291,,,,1.0,0.0
